transaction_id,at,truck_name,truck_description,has_card_reader,fsa_rating,payment_method,total
3686,2026-01-04 14:03:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,399.0
187,2026-01-04 14:03:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4043,2026-01-04 14:04:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4042,2026-01-04 14:04:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,819.0
4041,2026-01-04 14:04:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4044,2026-01-04 14:04:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
188,2026-01-04 14:04:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,980.0
4045,2026-01-04 14:05:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
189,2026-01-04 14:05:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4046,2026-01-04 14:05:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
191,2026-01-04 14:06:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
190,2026-01-04 14:06:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4047,2026-01-04 14:06:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4048,2026-01-04 14:07:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
194,2026-01-04 14:07:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
193,2026-01-04 14:07:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
192,2026-01-04 14:07:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,950.0
2484,2026-01-04 14:07:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
4049,2026-01-04 14:08:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4050,2026-01-04 14:08:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
195,2026-01-04 14:08:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3687,2026-01-04 14:09:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
4051,2026-01-04 14:09:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
1417,2026-01-04 14:09:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,869.0
196,2026-01-04 14:09:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
197,2026-01-04 14:09:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
198,2026-01-04 14:09:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,990.0
200,2026-01-04 14:10:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,919.0
4054,2026-01-04 14:10:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,1090.0
4053,2026-01-04 14:10:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4052,2026-01-04 14:10:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
199,2026-01-04 14:10:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,860.0
2485,2026-01-04 14:11:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
4055,2026-01-04 14:11:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
201,2026-01-04 14:11:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,940.0
202,2026-01-04 14:11:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4057,2026-01-04 14:12:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4056,2026-01-04 14:12:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
203,2026-01-04 14:12:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1060.0
204,2026-01-04 14:12:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,810.0
4058,2026-01-04 14:13:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
205,2026-01-04 14:13:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,980.0
206,2026-01-04 14:14:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4059,2026-01-04 14:14:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4060,2026-01-04 14:14:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,810.0
207,2026-01-04 14:15:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4926,2026-01-04 14:15:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
4061,2026-01-04 14:15:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,869.0
1418,2026-01-04 14:15:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,890.0
208,2026-01-04 14:16:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4062,2026-01-04 14:16:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
209,2026-01-04 14:17:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
210,2026-01-04 14:17:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,950.0
4063,2026-01-04 14:17:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
211,2026-01-04 14:18:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4064,2026-01-04 14:18:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
212,2026-01-04 14:19:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4927,2026-01-04 14:19:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
4065,2026-01-04 14:19:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4066,2026-01-04 14:20:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,850.0
214,2026-01-04 14:20:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
213,2026-01-04 14:20:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,960.0
1419,2026-01-04 14:20:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
1420,2026-01-04 14:21:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,830.0
215,2026-01-04 14:21:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4067,2026-01-04 14:21:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4068,2026-01-04 14:22:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4069,2026-01-04 14:22:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
216,2026-01-04 14:22:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,890.0
217,2026-01-04 14:22:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4070,2026-01-04 14:23:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4928,2026-01-04 14:23:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
4071,2026-01-04 14:23:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4072,2026-01-04 14:24:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3688,2026-01-04 14:24:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,99.0
4073,2026-01-04 14:24:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
218,2026-01-04 14:24:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
219,2026-01-04 14:24:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
222,2026-01-04 14:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1030.0
4929,2026-01-04 14:25:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
220,2026-01-04 14:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
221,2026-01-04 14:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
223,2026-01-04 14:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1030.0
224,2026-01-04 14:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
2486,2026-01-04 14:25:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,199.0
225,2026-01-04 14:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,930.0
4074,2026-01-04 14:25:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4077,2026-01-04 14:26:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,840.0
4076,2026-01-04 14:26:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4075,2026-01-04 14:26:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
226,2026-01-04 14:26:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
227,2026-01-04 14:26:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1000.0
4079,2026-01-04 14:26:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
228,2026-01-04 14:26:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4078,2026-01-04 14:26:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4080,2026-01-04 14:27:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4081,2026-01-04 14:27:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
229,2026-01-04 14:27:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1000.0
1421,2026-01-04 14:27:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,810.0
230,2026-01-04 14:28:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,960.0
4082,2026-01-04 14:28:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
232,2026-01-04 14:29:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4083,2026-01-04 14:29:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
231,2026-01-04 14:29:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4084,2026-01-04 14:30:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1422,2026-01-04 14:30:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,800.0
1423,2026-01-04 14:30:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,869.0
233,2026-01-04 14:30:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,810.0
4085,2026-01-04 14:31:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
234,2026-01-04 14:31:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,850.0
4086,2026-01-04 14:32:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4089,2026-01-04 14:32:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4087,2026-01-04 14:32:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,1040.0
4088,2026-01-04 14:32:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,860.0
235,2026-01-04 14:32:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
236,2026-01-04 14:32:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
237,2026-01-04 14:33:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4092,2026-01-04 14:33:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4091,2026-01-04 14:33:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4090,2026-01-04 14:33:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
2487,2026-01-04 14:33:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
1424,2026-01-04 14:33:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,810.0
4093,2026-01-04 14:34:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4094,2026-01-04 14:34:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
238,2026-01-04 14:34:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1080.0
4096,2026-01-04 14:35:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4095,2026-01-04 14:35:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
240,2026-01-04 14:35:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
239,2026-01-04 14:35:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,930.0
4097,2026-01-04 14:35:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
241,2026-01-04 14:36:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3689,2026-01-04 14:36:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
4098,2026-01-04 14:36:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4099,2026-01-04 14:37:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
242,2026-01-04 14:37:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,850.0
243,2026-01-04 14:37:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1030.0
4100,2026-01-04 14:37:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1425,2026-01-04 14:37:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
244,2026-01-04 14:38:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4101,2026-01-04 14:38:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,1030.0
4103,2026-01-04 14:39:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,950.0
4102,2026-01-04 14:39:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
245,2026-01-04 14:39:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
1426,2026-01-04 14:40:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,800.0
4104,2026-01-04 14:40:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
246,2026-01-04 14:40:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
247,2026-01-04 14:41:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
248,2026-01-04 14:42:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3690,2026-01-04 14:42:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,399.0
2488,2026-01-04 14:42:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
4106,2026-01-04 14:43:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4105,2026-01-04 14:43:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
249,2026-01-04 14:43:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
253,2026-01-04 14:44:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
254,2026-01-04 14:44:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4107,2026-01-04 14:44:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
252,2026-01-04 14:44:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
251,2026-01-04 14:44:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
250,2026-01-04 14:44:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4111,2026-01-04 14:45:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4108,2026-01-04 14:45:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4109,2026-01-04 14:45:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4110,2026-01-04 14:45:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
255,2026-01-04 14:45:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
256,2026-01-04 14:46:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1040.0
4112,2026-01-04 14:46:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
259,2026-01-04 14:47:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
1427,2026-01-04 14:47:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,840.0
4115,2026-01-04 14:47:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4114,2026-01-04 14:47:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
257,2026-01-04 14:47:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4113,2026-01-04 14:47:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
258,2026-01-04 14:47:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4117,2026-01-04 14:48:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,900.0
4116,2026-01-04 14:48:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
261,2026-01-04 14:48:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
260,2026-01-04 14:48:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
262,2026-01-04 14:48:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
263,2026-01-04 14:49:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1019.0
264,2026-01-04 14:49:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
2489,2026-01-04 14:49:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,1299.0
4118,2026-01-04 14:49:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,1050.0
3691,2026-01-04 14:50:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,499.0
265,2026-01-04 14:50:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
1428,2026-01-04 14:50:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
4930,2026-01-04 14:51:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
4119,2026-01-04 14:51:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
267,2026-01-04 14:51:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
266,2026-01-04 14:51:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4120,2026-01-04 14:51:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
269,2026-01-04 14:52:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
270,2026-01-04 14:52:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
268,2026-01-04 14:52:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4121,2026-01-04 14:52:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4122,2026-01-04 14:52:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
271,2026-01-04 14:53:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,819.0
272,2026-01-04 14:53:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1080.0
4123,2026-01-04 14:53:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4124,2026-01-04 14:53:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1429,2026-01-04 14:54:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,890.0
277,2026-01-04 14:54:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4125,2026-01-04 14:54:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
274,2026-01-04 14:54:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1010.0
273,2026-01-04 14:54:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4126,2026-01-04 14:54:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
276,2026-01-04 14:54:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
275,2026-01-04 14:54:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
278,2026-01-04 14:55:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,869.0
4127,2026-01-04 14:55:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
279,2026-01-04 14:56:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1000.0
280,2026-01-04 14:56:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1100.0
4128,2026-01-04 14:56:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1430,2026-01-04 14:56:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,830.0
1431,2026-01-04 14:57:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,860.0
281,2026-01-04 14:57:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4130,2026-01-04 14:57:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,930.0
282,2026-01-04 14:57:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4129,2026-01-04 14:57:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
283,2026-01-04 14:58:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
1432,2026-01-04 14:58:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,830.0
4131,2026-01-04 14:58:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4132,2026-01-04 14:59:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4133,2026-01-04 14:59:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4134,2026-01-04 14:59:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
284,2026-01-04 14:59:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4135,2026-01-04 15:00:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
285,2026-01-04 15:00:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4136,2026-01-04 15:01:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4137,2026-01-04 15:02:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
1433,2026-01-04 15:03:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,869.0
4931,2026-01-04 15:03:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
2490,2026-01-04 15:03:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
3692,2026-01-04 15:04:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,99.0
286,2026-01-04 15:04:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4138,2026-01-04 15:04:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4139,2026-01-04 15:05:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4140,2026-01-04 15:05:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4141,2026-01-04 15:05:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4142,2026-01-04 15:06:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
2491,2026-01-04 15:06:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
4144,2026-01-04 15:06:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4143,2026-01-04 15:06:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4146,2026-01-04 15:06:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4145,2026-01-04 15:06:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
287,2026-01-04 15:06:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4147,2026-01-04 15:06:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4148,2026-01-04 15:07:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4151,2026-01-04 15:08:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4150,2026-01-04 15:08:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4152,2026-01-04 15:08:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4149,2026-01-04 15:08:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4153,2026-01-04 15:09:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4154,2026-01-04 15:10:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
2492,2026-01-04 15:10:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,199.0
4155,2026-01-04 15:11:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
1434,2026-01-04 15:12:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,880.0
4157,2026-01-04 15:12:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4156,2026-01-04 15:12:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4158,2026-01-04 15:13:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
